q11,q22,r,Vol
3.000000000000000000e+00,5.000000000000000000e+00,5.999999999999999778e-01,-2.127106389950281340e+01
3.000000000000000000e+00,5.000000000000000000e+00,7.000000000000000666e-01,-2.275136560602733482e+01
3.000000000000000000e+00,5.000000000000000000e+00,8.000000000000000444e-01,-2.286929744553082600e+01
3.000000000000000000e+00,5.000000000000000000e+00,9.000000000000000222e-01,-2.305728883574266419e+01
3.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00,-2.323684964248531060e+01
3.000000000000000000e+00,6.000000000000000000e+00,1.000000000000000056e-01,-1.292587112982956477e+01
3.000000000000000000e+00,6.000000000000000000e+00,2.000000000000000111e-01,-1.548410292171362101e+01
3.000000000000000000e+00,6.000000000000000000e+00,3.000000000000000444e-01,-1.671237667586279940e+01
3.000000000000000000e+00,6.000000000000000000e+00,4.000000000000000222e-01,-1.683455504767714928e+01
3.000000000000000000e+00,6.000000000000000000e+00,5.000000000000000000e-01,-1.933223644061720137e+01
3.000000000000000000e+00,6.000000000000000000e+00,5.999999999999999778e-01,-1.958046650570268810e+01
3.000000000000000000e+00,6.000000000000000000e+00,7.000000000000000666e-01,-2.098244678856879730e+01
3.000000000000000000e+00,6.000000000000000000e+00,8.000000000000000444e-01,-2.104924553342128135e+01
3.000000000000000000e+00,6.000000000000000000e+00,9.000000000000000222e-01,-2.119747504646917236e+01
3.000000000000000000e+00,6.000000000000000000e+00,1.000000000000000000e+00,-2.146773495333447812e+01
3.000000000000000000e+00,7.000000000000000000e+00,1.000000000000000056e-01,-1.188882902286493959e+01
3.000000000000000000e+00,7.000000000000000000e+00,2.000000000000000111e-01,-1.455554588296956098e+01
3.000000000000000000e+00,7.000000000000000000e+00,3.000000000000000444e-01,-1.565030953114559331e+01
3.000000000000000000e+00,7.000000000000000000e+00,4.000000000000000222e-01,-1.694382305677547151e+01
3.000000000000000000e+00,7.000000000000000000e+00,5.000000000000000000e-01,-1.811942162725537031e+01
3.000000000000000000e+00,7.000000000000000000e+00,5.999999999999999778e-01,-1.838878867821792440e+01
3.000000000000000000e+00,7.000000000000000000e+00,7.000000000000000666e-01,-1.964689153413583966e+01
3.000000000000000000e+00,7.000000000000000000e+00,8.000000000000000444e-01,-1.972007061577105702e+01
3.000000000000000000e+00,7.000000000000000000e+00,9.000000000000000222e-01,-1.989533740879383572e+01
3.000000000000000000e+00,7.000000000000000000e+00,1.000000000000000000e+00,-2.017025285741892304e+01
3.000000000000000000e+00,8.000000000000000000e+00,1.000000000000000056e-01,-1.133296973900338500e+01
3.000000000000000000e+00,8.000000000000000000e+00,2.000000000000000111e-01,-1.372910109080491736e+01
3.000000000000000000e+00,8.000000000000000000e+00,3.000000000000000444e-01,-1.482816096056994404e+01
3.000000000000000000e+00,8.000000000000000000e+00,4.000000000000000222e-01,-1.598681387580052871e+01
3.000000000000000000e+00,8.000000000000000000e+00,5.000000000000000000e-01,-1.713434902712922536e+01
3.000000000000000000e+00,8.000000000000000000e+00,5.999999999999999778e-01,-1.845542107705924195e+01
3.000000000000000000e+00,8.000000000000000000e+00,7.000000000000000666e-01,-1.857320227096900922e+01
3.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000444e-01,-1.859017682262112103e+01
3.000000000000000000e+00,8.000000000000000000e+00,9.000000000000000222e-01,-1.891528535907877639e+01
3.000000000000000000e+00,8.000000000000000000e+00,1.000000000000000000e+00,-1.918715496807644882e+01
3.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000056e-01,-1.058411958416619747e+01
3.000000000000000000e+00,9.000000000000000000e+00,2.000000000000000111e-01,-1.309555312578832620e+01
3.000000000000000000e+00,9.000000000000000000e+00,3.000000000000000444e-01,-1.419781929439263735e+01
3.000000000000000000e+00,9.000000000000000000e+00,4.000000000000000222e-01,-1.526732892365490635e+01
