time,cart_pos,pend_pos,cart_vel,pend_vel,force
1.480007410049438477e+00,2.696203124999999590e-01,1.484893402673300722e+00,7.897976282097115552e-01,4.295150302254331365e+00,2.407704185840823907e+00
1.490007638931274414e+00,2.767012499999999542e-01,1.527844864734098529e+00,7.080775433911877803e-01,4.295047900234895799e+00,1.954455141287857911e+00
1.500007390975952148e+00,2.845311328124999761e-01,1.580000211522210485e+00,7.830076963425705028e-01,5.215664003976089091e+00,1.408756559706586531e+00
1.510007381439208984e+00,2.921794531249999327e-01,1.636757500673979182e+00,7.648327606513558585e-01,5.675734327978925187e+00,6.847202664086802226e-01
1.520007371902465820e+00,2.996462109374999350e-01,1.698116732189404843e+00,7.466764933361945689e-01,6.135929003220463862e+00,-3.614212683193637754e-02
1.530007600784301758e+00,3.068179296874999351e-01,1.764077906068487245e+00,7.171554606141522514e-01,6.595966418217881433e+00,-8.757429370364429033e-01
1.540007591247558594e+00,3.136038281249999837e-01,1.836175003099112413e+00,6.785904909043274369e-01,7.209716578784046703e+00,-1.806996882337242205e+00
1.550007581710815430e+00,3.199131249999999649e-01,1.912874042493394544e+00,6.309302892020103304e-01,7.669911254025585379e+00,-2.785433602100768624e+00
1.560007810592651367e+00,3.256096484374999545e-01,1.992641043463447836e+00,5.696393057409869787e-01,7.976517529007686846e+00,-3.987817615828153528e+00
1.570007562637329102e+00,3.305799218749999602e-01,2.080077948372929697e+00,4.970396681131091232e-01,8.743907300783448022e+00,-5.037031276142259095e+00
1.580008745193481445e+00,3.346650781249999596e-01,2.172116795646068077e+00,4.084673214455992740e-01,9.202796444958362798e+00,-5.877876617086420730e+00
1.590008735656738281e+00,3.377289453124999730e-01,2.271825546858634581e+00,3.063870109434245759e-01,9.970884630233234347e+00,-5.760706645555284666e+00
1.600008249282836914e+00,3.397488281249999575e-01,2.379204202010629210e+00,2.019981059106825128e-01,1.073838780235644563e+01,-5.606745952372897079e+00
1.610008001327514648e+00,3.406339453124999639e-01,2.491184799526281246e+00,8.851391349959530919e-02,1.119833742030159307e+01,-5.630448577244354880e+00
1.620007991790771484e+00,3.404750781249999414e-01,2.612369281769246765e+00,-1.588673390077234224e-02,1.211845978136040003e+01,-5.257822666954310442e+00
1.630007982254028320e+00,3.393857031249999379e-01,2.738155706375869691e+00,-1.089376038909952715e-01,1.257865445660198311e+01,-5.162402642933219710e+00
1.640007972717285156e+00,3.375246874999999758e-01,2.868544073346149137e+00,-1.861017399804458794e-01,1.303884913184347738e+01,-4.974520195062575922e+00
1.650007963180541992e+00,3.350735937499999539e-01,3.003534382680085546e+00,-2.451096087547407487e-01,1.349904380708501606e+01,-4.734058927889218005e+00
1.660008430480957031e+00,3.321685937499999630e-01,3.140058672801907313e+00,-2.904864255572764953e-01,1.365179106341918036e+01,-4.707728529429633824e+00
1.670008420944213867e+00,3.289912499999999573e-01,3.279650924499500686e+00,-3.177346780154024497e-01,1.395923848232655473e+01,-4.483453655956724404e+00
1.680008172988891602e+00,3.257231249999999467e-01,3.416175214621322898e+00,-3.268206036908121725e-01,1.365276753981973634e+01,-4.695264206971039300e+00
1.690008401870727539e+00,3.225003906249999663e-01,3.552699504743145109e+00,-3.222660614152183522e-01,1.365211654003240938e+01,-4.677709186227452243e+00
1.700008392333984375e+00,3.193684374999999354e-01,3.687689814077081518e+00,-3.131956111866134873e-01,1.349904380708501606e+01,-4.750206214647196390e+00
1.710008382797241211e+00,3.164407421874999571e-01,3.818078181047360964e+00,-2.927698104570466975e-01,1.303884913184347738e+01,-4.981914897474664983e+00
1.720008373260498047e+00,3.137853906249999381e-01,3.943864605653983446e+00,-2.655354094843020429e-01,1.257865445660193870e+01,-5.187480585229351959e+00
1.730008363723754883e+00,3.113116015624999844e-01,4.066583068684835212e+00,-2.473791421691296788e-01,1.227185800644097213e+01,-5.308801371447157358e+00
1.740008354187011719e+00,3.090647656249999597e-01,4.184699589352028681e+00,-2.246838080251794822e-01,1.181166333119930023e+01,-5.019323432839341237e+00
1.750008344650268555e+00,3.070448828124999752e-01,4.299748148443452322e+00,-2.019884738812182112e-01,1.150486688103842248e+01,-4.567008494136208796e+00
1.760008811950683594e+00,3.052065624999999449e-01,4.408660784383332754e+00,-1.838234411729676165e-01,1.089075466857037178e+01,-4.134905265395807383e+00
1.770019769668579102e+00,3.035724999999999674e-01,4.512971477959556665e+00,-1.632273900307200931e-01,1.041965179712615885e+01,-3.568150765484743303e+00
1.780008792877197266e+00,3.021199999999999442e-01,4.612680229172123170e+00,-1.454096130987922175e-01,9.981831969970942353e+00,-2.981806381130641448e+00
1.790009021759033203e+00,3.008490624999999308e-01,4.706253057233147352e+00,-1.270908411214966560e-01,9.357068639797491372e+00,-2.543109368114178093e+00
1.800009250640869141e+00,2.997369921874999399e-01,4.796757923718399930e+00,-1.112044859813074993e-01,9.050279504066393699e+00,-2.153430331231143136e+00
1.810008764266967773e+00,2.987610937499999841e-01,4.882660847839995988e+00,-9.759459049616876769e-02,8.590710241885192389e+00,-1.771493382279138995e+00
1.820008754730224609e+00,2.978759765624999778e-01,4.963961829597934639e+00,-8.851180316143400506e-02,8.130105929267079645e+00,-1.587880325175157203e+00
1.830009460449218750e+00,2.971043359374999637e-01,5.040660868992216770e+00,-7.715861726982450874e-02,7.669362697935324213e+00,-1.395692057216741055e+00
1.840009212493896484e+00,2.963553906249999370e-01,5.112757966022842382e+00,-7.489638834581355264e-02,7.209888476084620024e+00,-1.279444315689436840e+00
1.850009202957153320e+00,2.957199218749999581e-01,5.181787101477695501e+00,-6.354693560307826672e-02,6.902920128622946905e+00,-1.261478501736636781e+00
1.860008955001831055e+00,2.950390624999999489e-01,5.246214294568892988e+00,-6.808762576891989882e-02,6.442879063735205136e+00,-1.230416676451745017e+00
1.870009183883666992e+00,2.943808984374999826e-01,5.306039545296432181e+00,-6.581489986648528245e-02,5.982388146755686975e+00,-1.331817257068150573e+00
